file,cluster
05-071-07338_2169889__2953857___2012-07-13.tif,1
05-067-08776_401122321__3900531___2016-06-29.tif,1
05-067-09119_401143193__3908469___2016-07-15.tif,0
05-067-08236_401184060__3997472___2016-11-08.tif,1
05-067-07676_17777569__2044135___2008-07-10.tif,2
05-067-09518_2221203__2823724___2011-08-19.tif,2
05-067-06208_401160792__3997374___2016-11-08.tif,1
05-071-08207_2524755__2670971___2010-10-07.tif,1
05-067-07448_1702877__2188628___2009-10-05.tif,2
05-067-05709_400714936__3459496___2009-09-18.tif,0
05-067-09091_1793227__2057051___2007-06-28.tif,2
05-067-07945_1793550__2061870___2009-04-27.tif,2
05-067-06040_400907798__3688069___2015-09-28.tif,1
05-067-05164_1794504__2061684___2009-06-03.tif,2
05-067-07096_1793462__2050340___2007-08-06.tif,2
05-067-08001_17777243__2040225___2007-12-10.tif,2
05-071-08015_400767658__3412224___2014-08-07.tif,1
05-067-05096_17777529__2044169___2008-07-28.tif,0
05-067-09441_2524899__2672680___2010-10-27.tif,2
05-067-09222_401020795__3645822___2015-07-16.tif,0
05-067-06327_17778113__2044361___2007-09-06.tif,2
05-067-08044_2222563__2867776___2011-11-14.tif,0
05-067-08922_1630417__2177613___2009-08-27.tif,2
05-067-07295_400846740__3588861___2015-04-13.tif,1
05-067-07778_401048447__3641556___2015-07-09.tif,1
05-067-08871_400911970__3663164___2015-08-14.tif,2
05-067-07944_401014654__3641477___2015-07-09.tif,2
05-067-08737_2215524__2764202___2011-08-19.tif,1
05-067-08376_1794332__2061921___2007-04-18.tif,2
05-071-07161_1629638__2164613___2009-08-07.tif,1
05-071-08462_2213501__2690975___2011-01-28.tif,1
05-067-05052_401005010__3742914___2015-12-14.tif,0
05-067-09025_2524973__2672617___2010-11-08.tif,0
05-067-09143_17777300__2040175___2007-12-10.tif,2
05-067-08184_400745763__3459578___2011-12-22.tif,0
05-067-09456_2221126__2823027___2011-11-16.tif,1
05-067-06237_400827690__3569357___2015-03-12.tif,1
05-067-05330_400745734__3294727___2011-12-22.tif,0
05-067-08766_400745099__3347811___2009-04-30.tif,0
05-067-06738_401168283__4026332___2016-12-12.tif,2
05-067-08320_400820006__3492326___2014-11-20.tif,1
05-067-08211_400912279__3663172___2015-08-14.tif,2
05-071-08032_2213496__2690970___2011-01-28.tif,1
05-067-07266_1793231__2057048___2007-06-28.tif,2
05-067-06837_2447212__2862474___2011-11-16.tif,0
05-067-07101_17778062__2044413___2007-08-30.tif,2
05-067-09683_400967255__3611549___2015-05-18.tif,1
05-067-06657_1631314__2202347___2009-09-10.tif,2
05-067-07889_2213573__2692393___2011-03-31.tif,2
05-067-06023_17777860__2047982___2007-11-16.tif,0
05-067-06761_400820014__3492328___2014-11-20.tif,1
05-071-06771_2524634__2669161___2010-11-05.tif,1
05-067-05607_17778244__2050782___2007-09-07.tif,0
05-075-08737_401171748__3894088___2016-06-14.tif,1
05-067-07557_1793135__2050237___2007-06-20.tif,2
05-067-06760_400833495__3569423___2015-03-12.tif,1
05-067-07284_401103524__3932692___2016-08-18.tif,1
05-067-06532_1631379__2202286___2009-10-15.tif,2
05-067-08159_2515215__2953989___2012-07-16.tif,1
05-067-05363_401005421__3639396___2015-07-08.tif,0
05-071-06621_2524490__2665510___2010-11-02.tif,1
05-067-08259_2541160__2794463___2011-07-22.tif,2
05-067-09616_1701630__2040562___2009-04-06.tif,2
05-067-08265_2447336__2862557___2011-11-16.tif,0
05-071-06876_1629523__2162407___2009-07-22.tif,1
05-071-08406_2514474__2928159___2012-05-25.tif,1
05-067-07782_1331016__645821___2001-12-13.tif,1
05-067-09585_400801601__3555632___2011-06-08.tif,0
05-067-07176_401035034__3142715___2013-07-08.tif,2
05-071-09220_400759189__3483802___2014-08-12.tif,1
05-071-09164_400726941__3475629___2014-08-06.tif,1
05-067-08295_2215444__2764122___2011-08-19.tif,1
05-071-07824_400772131__3402141___2014-08-05.tif,1
05-067-08752_1794365__2061835___2007-04-09.tif,2
05-067-09206_2445070__2854351___2012-01-13.tif,2
05-067-05364_2521080__2534819___2010-06-25.tif,0
05-067-08183_2524975__2672619___2010-11-08.tif,0
05-067-05124_401194257__4054645___2017-01-17.tif,0
05-071-08657_2169271__2946701___2012-06-29.tif,1
05-067-07951_401052916__3660534___2015-08-07.tif,0
05-071-08019_1629554__2162376___2009-08-04.tif,1
05-067-07516_1793103__2050265___2007-06-01.tif,2
05-067-06655_2541130__2794433___2011-07-22.tif,2
05-067-07548_2515183__2953952___2012-07-16.tif,1
05-067-09387_2169945__2953917___2012-07-13.tif,1
05-067-06539_2452249__3932029___2016-08-18.tif,2
05-067-06477_1332026__601222___2001-07-31.tif,0
05-067-09715_2510335__2532889___2010-08-26.tif,2
05-067-08403_400909440__3663103___2015-08-14.tif,1
05-067-05524_401044295__3655415___2015-07-31.tif,0
05-071-09439_2514522__2928122___2012-05-25.tif,1
05-071-07453_2514732__2935323___2012-06-08.tif,1
05-067-06507_401114321__3932600___2016-08-18.tif,1
05-067-07213_2213735__2696564___2011-04-28.tif,1
05-067-07413_893448__422286___1999-09-13.tif,2
05-067-06009_401044768__3516203___2014-12-26.tif,0
05-067-09286_17777792__2048024___2008-05-01.tif,1
05-071-07004_1629525__2162405___2009-07-22.tif,1
05-067-09076_1631240__2202425___2009-11-25.tif,2
05-071-07821_2213486__2690960___2011-01-28.tif,1
05-071-09164_400760364__3402086___2014-08-05.tif,1
05-071-08788_2447877__2876308___2012-01-27.tif,1
05-067-08367_401164530__3908795___2016-07-15.tif,0
05-067-06685_1149275__1253339___1999-05-07.tif,2
05-067-07895_2222009__2853185___2011-12-16.tif,0
05-067-09613_400916597__3663242___2015-08-14.tif,1
05-067-05627_17777208__2040289___2007-12-10.tif,2
05-071-09078_400815475__3492279___2014-08-19.tif,1
05-067-08253_2215468__2764146___2011-08-19.tif,1
05-067-08924_400758570__3264659___2013-11-14.tif,0
05-067-05208_2222318__2860671___2011-11-16.tif,0
05-067-08367_401009154__3626556___2015-06-15.tif,0
05-067-07550_2215451__2764129___2011-08-19.tif,1
05-071-09299_2110913__2665290___2010-12-02.tif,1
05-067-06363_401168462__4026362___2016-12-12.tif,2
05-067-06292_2222072__2853115___2011-12-22.tif,0
05-067-05763_2209494__3684726___2015-09-21.tif,0
05-067-07875_1331021__878562___2001-12-13.tif,1
05-071-08676_1629804__2164165___2009-07-22.tif,1
05-067-07450_401168207__3908878___2016-07-15.tif,0
05-071-09089_2223697__2896960___2012-03-23.tif,1
05-067-06374_1793802__2061638___2009-05-11.tif,0
05-067-08627_400997974__3611504___2015-05-18.tif,1
05-067-07787_2214774__2732149___2011-06-23.tif,1
05-067-06947_2222254__2859326___2011-11-16.tif,0
05-067-08292_401164400__3997380___2016-11-08.tif,2
05-067-06618_1793411__2050389___2007-08-09.tif,2
05-067-06603_400780532__3276892___2009-10-22.tif,0
05-071-08953_2524720__2670936___2010-10-01.tif,1
05-071-06362_400779547__3414681___2014-08-08.tif,1
05-067-08909_2213581__2692401___2011-03-31.tif,2
05-067-09702_2214862__2732236___2011-06-20.tif,1
05-071-08872_400780027__3501198___2014-08-20.tif,1
05-067-08893_400718857__3458089___2014-10-14.tif,1
05-067-08101_401010652__3637931___2015-07-01.tif,0
05-067-07509_17778101__2044373___2007-08-17.tif,2
05-067-09164_401004016__3639295___2015-07-06.tif,0
05-067-08963_2222860__2872039___2011-11-14.tif,0
05-071-09471_400714052__3436195___2014-08-07.tif,1
05-067-09126_17777203__2040294___2007-12-10.tif,2
05-067-07807_401110855__3932347___2016-08-18.tif,1
05-067-05184_401190456__4054589___2017-01-17.tif,0
05-067-06290_401050728__3675456___2015-09-02.tif,1
05-067-07794_2215479__2764157___2011-08-19.tif,1
05-067-07910_400733963__3459598___2011-12-22.tif,0
05-071-08941_1629458__2162477___2009-09-23.tif,1
05-067-07634_1793222__2057055___2007-06-28.tif,2
05-071-07630_2213493__2690967___2011-01-28.tif,1
05-067-05412_1793835__2061630___2006-12-14.tif,0
05-067-06353_400906291__3588763___2015-04-13.tif,1
05-067-08163_17778193__2044282___2007-09-12.tif,2
05-067-06240_17777945__2044266___2007-10-04.tif,2
05-071-08032_400767859__3412236___2014-08-07.tif,1
05-067-08520_401125447__3967221___2016-09-30.tif,2
05-067-07591_1331459__668083___1999-08-02.tif,0
05-067-07693_401194498__4054517___2017-01-17.tif,0
05-071-07549_2514308__2925350___2012-05-18.tif,1
05-067-06326_401160740__3997328___2016-11-08.tif,1
05-071-08457_400767720__3412235___2014-08-07.tif,1
05-067-08837_2222616__2867829___2011-11-14.tif,0
05-067-07146_2541139__2794442___2011-07-22.tif,2
05-071-08758_1629719__2164523___2009-08-12.tif,1
05-067-06223_1630411__2177619___2009-08-27.tif,2
05-067-07050_401124813__3967293___2016-09-30.tif,1
05-067-08224_400760205__3347902___2011-12-22.tif,0
05-067-05074_401190538__4054569___2017-01-17.tif,0
05-071-08381_401018788__3464243___2014-10-22.tif,1
05-067-08294_400843652__3588898___2015-04-13.tif,1
05-067-08136_17777758__2048057___2008-05-22.tif,0
05-067-09376_400755617__3262618___2011-11-14.tif,0
05-067-07684_17777871__2047971___2007-11-16.tif,0
05-067-08887_400820477__3277387___2010-09-22.tif,0
05-067-08806_400719241__3458094___2014-10-14.tif,1
05-067-06823_1275660__312896___2001-10-05.tif,0
05-067-06224_400843161__3588932___2015-04-13.tif,1
05-067-06900_2222659__2867872___2011-11-14.tif,0
05-067-08289_400842699__3588946___2015-04-13.tif,1
05-067-07901_401006139__3626547___2015-06-15.tif,0
05-067-07546_17777993__2044436___2007-09-26.tif,2
05-067-05130_17777865__2047977___2007-11-16.tif,0
05-067-08417_17778249__2050777___2007-09-07.tif,0
05-067-05567_17777634__2047945___2008-06-04.tif,0
05-067-07592_401111889__3932540___2016-08-18.tif,2
05-067-05129_2222223__2859295___2011-11-16.tif,0
05-067-09248_401167077__3908825___2016-07-15.tif,0
05-067-09293_401004762__3628127___2015-06-17.tif,0
05-067-07536_400905024__3588797___2015-04-13.tif,1
05-067-08793_1701592__2040435___2008-12-08.tif,0
05-067-09317_1793531__2056684___2009-04-27.tif,1
05-067-08213_400947837__3626055___2015-06-11.tif,1
05-067-09371_400931674__3660581___2015-08-10.tif,0
05-071-06368_400725996__3475590___2014-08-06.tif,1
05-071-07937_400778763__3407806___2014-08-08.tif,1
05-071-07730_2485226__3048846___2013-01-18.tif,1
05-071-08307_400767879__3412238___2014-08-07.tif,1
05-067-06591_17778026__2056948___2007-09-11.tif,0
05-067-07262_401166840__3908817___2016-07-15.tif,0
05-071-06385_2447905__2876325___2012-02-10.tif,1
05-067-07616_401121396__3900467___2016-06-29.tif,1
05-067-06067_401125840__3900607___2016-06-29.tif,1
05-067-06705_1631380__2202285___2009-10-15.tif,2
05-067-05723_1332022__351735___2001-10-25.tif,0
05-067-09342_400930616__3641515___2015-07-09.tif,1
05-067-08249_400829111__3569412___2015-03-12.tif,1
05-067-09225_401197805__3948973___2016-09-06.tif,0
05-071-09186_400764148__3405256___2014-08-07.tif,1
05-067-07093_400827671__3569355___2015-03-12.tif,1
05-067-07142_2447217__2862479___2011-11-16.tif,0
05-067-06086_400843170__3588930___2015-04-13.tif,1
05-067-07035_400719086__3458093___2014-10-14.tif,1
05-071-06570_2524485__2665505___2010-11-02.tif,1
05-067-09414_2445102__2854383___2012-01-13.tif,2
05-067-08119_17777733__2047897___2008-05-22.tif,0
05-067-08171_2213737__2696566___2011-04-28.tif,1
05-067-08799_17777813__2048150___2007-11-21.tif,1
05-067-06251_400827469__3569338___2015-03-12.tif,1
05-071-06663_2524839__2671926___2010-10-22.tif,1
05-067-06383_400907145__3588737___2015-04-13.tif,1
05-067-05601_17777622__2047953___2008-06-04.tif,0
05-067-09122_401134954__3924846___2016-08-08.tif,0
05-067-06338_1794238__2056476___2007-04-27.tif,2
05-075-08799_401171820__3894092___2016-06-14.tif,1
05-071-07914_2514229__2920308___2012-05-11.tif,1
05-067-06308_17777021__2040379___2009-04-08.tif,2
05-067-05567_1793266__2056717___2007-07-06.tif,0
05-067-08330_1631305__2202356___2009-09-10.tif,2
05-067-06666_17778094__2044379___2007-08-17.tif,2
05-067-05244_1631429__2202236___2009-10-15.tif,2
05-067-06859_401004747__3628120___2015-06-17.tif,0
05-067-09144_2222618__2867831___2011-11-14.tif,0
05-067-07005_1794283__2061970___2007-04-20.tif,2
05-067-08158_2515200__2953972___2012-07-16.tif,1
05-067-09328_401001639__3626588___2015-06-15.tif,0
05-067-06586_400725722__3459555___2011-11-07.tif,0
05-067-07354_1793486__2050316___2007-08-06.tif,2
05-067-08410_2222238__2859310___2011-11-16.tif,0
05-071-06878_1629659__2164592___2009-08-07.tif,1
05-067-06418_2222225__2859297___2011-11-16.tif,0
05-071-09346_1629406__2160710___2009-09-28.tif,1
05-071-07608_2169883__2953851___2012-07-13.tif,1
05-067-09177_401164531__3908797___2016-07-15.tif,0
05-067-06338_2445096__2854377___2012-01-13.tif,2
05-067-09414_1631352__2202309___2009-09-10.tif,2
05-067-06630_400827135__3569302___2015-03-12.tif,1
05-067-06314_17778048__2044426___2007-08-30.tif,2
05-067-06570_2215411__2764089___2011-07-29.tif,1
05-067-06631_1702841__2188649___2009-10-05.tif,2
05-071-08431_2213499__2690973___2011-01-28.tif,1
05-067-05404_401201692__4065273___2017-01-27.tif,0
05-067-07186_1794430__2061773___2007-04-09.tif,2
05-071-08673_400823411__3516182___2014-11-04.tif,1
05-067-07153_400952630__3611699___2015-05-18.tif,1
05-067-08976_2221144__2822958___2011-08-04.tif,1
05-071-09363_1629670__2164581___2009-08-07.tif,1
05-067-06247_17778243__2050783___2007-09-07.tif,0
05-067-08238_17778085__2044388___2007-08-30.tif,2
05-067-07488_893442__227078___1999-09-13.tif,2
05-071-09243_2169239__2946645___2012-06-29.tif,1
05-067-06545_2222036__2853136___2011-08-05.tif,0
05-067-07021_400904984__3588798___2015-04-13.tif,1
05-067-07726_2222869__2872049___2011-11-14.tif,0
05-071-06534_2447872__2876313___2012-01-27.tif,1
05-067-07379_400936483__3641282___2015-07-09.tif,1
05-067-08733_400936522__3641284___2015-07-09.tif,1
05-067-06685_1793215__2057060___2007-06-28.tif,2
05-067-06809_401024663__3652283___2015-07-27.tif,0
05-067-07344_2447310__2862531___2011-11-16.tif,0
05-067-05045_400821730__3277350___2010-09-22.tif,0
05-067-08159_2215523__2764201___2011-08-19.tif,1
05-071-07337_1629358__2160767___2009-10-07.tif,1
05-007-06240_2221070__2822971___2011-11-16.tif,1
05-067-06650_1702849__2188657___2009-10-05.tif,2
05-067-08982_1793827__2056614___2009-05-07.tif,2
05-067-05334_2521127__2534869___2010-05-21.tif,0
05-067-09440_400947895__3626049___2015-06-11.tif,1
05-067-08084_1331520__373155___2000-07-13.tif,1
05-067-09000_2447311__2862532___2011-11-16.tif,0
05-067-05135_17777011__2040375___2009-04-08.tif,2
05-071-08459_2513908__2911431___2012-04-27.tif,1
05-071-07243_2169904__2953872___2012-07-13.tif,1
05-067-07326_1793484__2050318___2007-08-06.tif,2
05-067-05566_17778254__2050773___2007-09-07.tif,0
05-071-08451_2514734__2935321___2012-06-08.tif,1
05-067-08259_17777941__2044269___2007-10-04.tif,2
05-067-08767_400723397__3473607___2014-11-03.tif,1
05-071-08286_400762746__3405246___2014-08-07.tif,1
05-067-07622_17777153__2038776___2008-08-11.tif,2
05-071-09073_1629388__2160727___2009-09-28.tif,1
05-067-08293_400842690__3588951___2015-04-13.tif,1
05-067-09096_2221095__2822996___2011-11-16.tif,1
05-067-09054_2445083__2854364___2012-01-13.tif,2
05-067-05301_2447230__2862492___2011-11-16.tif,0
05-067-08711_2221124__2823025___2011-11-16.tif,1
05-067-06331_1793214__2057061___2007-06-28.tif,2
05-067-07144_1702865__2188638___2009-10-05.tif,2
05-067-09293_2222640__2867853___2011-11-14.tif,0
05-067-09338_401004382__3639302___2015-07-06.tif,0
05-067-06443_17777762__2048055___2008-05-22.tif,0
05-067-09227_2222632__2867845___2011-11-14.tif,0
05-067-07529_2221192__2823713___2011-09-02.tif,2
05-067-08006_673611__429784___1998-11-17.tif,1
05-067-08867_401020788__3645821___2015-07-16.tif,0
05-067-07069_400942427__3626119___2015-06-11.tif,1
05-007-06098_17777083__2040303___2007-12-17.tif,1
05-067-05774_2222612__2867825___2011-11-14.tif,0
05-071-06233_2169268__2946698___2012-06-29.tif,1
05-067-06816_1149190__1243423___1999-04-21.tif,2
05-067-06478_1331451__1555498___1999-08-02.tif,0
05-067-07919_2222233__2859305___2011-11-16.tif,0
05-067-08208_400718412__3458082___2014-10-14.tif,1
05-067-08781_400979125__3618730___2015-06-03.tif,0
05-067-06330_2430874__3315797___2013-10-01.tif,1
05-067-09158_17777248__2040219___2007-12-10.tif,0
05-067-08234_17778068__2044407___2007-08-30.tif,2
05-067-06110_2222062__2853105___2011-12-22.tif,0
05-067-05214_400825662__3311754___2011-08-01.tif,0
05-067-05750_1332012__613790___2001-10-25.tif,0
05-071-09309_1629378__2160738___2009-09-28.tif,1
05-067-05505_401053198__3660539___2015-08-07.tif,1
05-067-08833_400903601__3588814___2015-04-13.tif,1
05-067-09362_400795815__3271236___2009-10-01.tif,0
05-067-06140_1793168__2057108___2007-06-20.tif,2
05-071-09102_400762320__3413314___2014-08-07.tif,1
05-067-08256_401164442__3997384___2016-11-08.tif,2
05-067-05787_2541549__2849642___2010-06-24.tif,2
05-067-08961_1794270__2061983___2007-04-20.tif,2
05-071-07138_2514504__2928144___2012-05-25.tif,1
05-067-06192_400827561__3569347___2015-03-12.tif,1
05-071-08432_1629383__2160732___2009-09-28.tif,1
05-067-07599_400819749__3492304___2014-11-20.tif,1
05-067-06859_400815551__3420879___2014-08-07.tif,0
05-067-08756_401004773__3628129___2015-06-17.tif,0
05-067-08640_2213723__2696552___2011-04-28.tif,1
05-067-08971_1631299__2202362___2009-09-10.tif,2
05-067-07843_1631399__2202266___2009-10-15.tif,2
05-067-07358_17777955__2044463___2007-09-25.tif,2
05-067-07156_400748330__3458116___2014-10-14.tif,1
05-067-08080_1331518__1094508___2000-07-13.tif,1
05-067-08122_17777687__2047910___2008-05-28.tif,0
05-067-05222_17777874__2047968___2007-11-16.tif,0
05-067-06299_17778053__2044421___2007-08-30.tif,2
05-067-08185_400733940__3459585___2011-12-22.tif,0
05-067-05467_400733918__3459577___2011-12-22.tif,0
05-067-09249_400979132__3618727___2015-06-03.tif,0
05-067-05607_2222125__2856639___2011-11-16.tif,0
05-067-07356_1331460__335757___1999-06-29.tif,0
05-067-08918_401160940__3997342___2016-11-08.tif,2
05-071-08894_1629636__2164615___2009-08-12.tif,1
05-067-06828_400724228__3458098___2014-10-14.tif,1
05-067-07335_2222248__2859320___2011-11-16.tif,0
05-067-07290_401173317__3997432___2016-11-08.tif,1
05-067-07565_1149563__460056___2002-01-10.tif,0
05-067-09103_17777390__2038824___2007-12-10.tif,2
05-067-07315_17777948__2044263___2007-10-04.tif,2
05-067-07233_400951802__3611727___2015-05-18.tif,1
05-071-08544_400767650__3412221___2014-08-07.tif,1
05-067-09075_401048821__3641560___2015-07-09.tif,1
05-071-08034_400767706__3412232___2014-08-07.tif,1
05-067-06130_1793783__2061657___2009-05-11.tif,0
05-077-08746_400930425__3713450___2015-11-02.tif,1
05-067-06393_2169927__2953899___2012-07-13.tif,1
05-067-07489_401103506__3932686___2016-08-18.tif,2
05-067-05570_2606627__2532897___2010-01-04.tif,0
05-067-09479_2221080__2822981___2011-11-16.tif,1
05-067-05469_401052019__3657518___2015-08-04.tif,0
05-067-05093_17778158__2050836___2007-08-30.tif,0
05-071-06796_400818169__3464214___2014-10-22.tif,1
05-067-06845_400963183__3611597___2015-05-18.tif,1
05-067-08956_401021741__3645838___2015-07-16.tif,0
05-067-07250_17778237__2050789___2007-09-07.tif,0
05-067-07771_1793000__2044495___2009-04-10.tif,2
05-067-05512_1793256__2056916___2007-07-06.tif,0
05-067-08099_2521088__2534828___2010-06-25.tif,0
05-067-06853_400998816__3618742___2015-06-03.tif,0
05-067-09441_2213546__2692366___2011-03-31.tif,2
05-067-06478_401106624__3932063___2016-08-18.tif,2
05-067-08254_400906238__3588766___2015-04-13.tif,1
05-067-05585_2222121__2856635___2011-11-16.tif,0
05-067-07916_894425__382422___1999-12-01.tif,0
05-067-05395_401043029__3692255___2015-10-05.tif,1
05-067-07406_401014424__3641468___2015-07-09.tif,2
05-075-09409_401172621__3894070___2016-06-14.tif,1
05-071-07708_1629675__2164576___2009-08-07.tif,1
05-067-07281_1332030__368361___2000-08-10.tif,0
05-067-08712_400905563__3588787___2015-04-13.tif,1
05-071-07764_400769763__3408869___2014-08-07.tif,1
05-071-06696_2213447__2690921___2011-02-03.tif,1
05-067-08228_400741798__3347801___2009-04-30.tif,0
05-067-08664_2445097__2854378___2012-01-13.tif,2
05-071-09040_2524743__2670959___2010-10-07.tif,1
05-067-09361_2169920__2953892___2012-07-13.tif,1
05-067-06284_2222236__2859308___2011-11-16.tif,0
05-067-05062_401010883__3633967___2015-06-25.tif,0
05-067-08894_17778086__2044387___2007-08-30.tif,2
05-067-07623_1793771__2061694___2009-05-11.tif,0
05-067-08984_2541153__2794456___2011-07-22.tif,2
05-067-07767_1793224__2057053___2007-06-28.tif,2
05-071-08007_400714338__3436202___2014-08-07.tif,1
05-071-07090_2169263__2946669___2012-06-29.tif,1
05-067-05017_401046307__3660549___2015-08-10.tif,0
05-067-05165_2447354__2862575___2011-11-16.tif,0
05-071-08315_400815384__3515107___2014-12-22.tif,1
05-067-07538_400713446__3458063___2014-10-14.tif,1
05-067-06118_2169935__2953907___2012-07-13.tif,1
05-067-09777_401160663__3997316___2016-11-08.tif,1
05-067-09537_1701516__2040596___2009-03-18.tif,1
05-071-09493_401018795__3464242___2014-10-22.tif,1
05-067-05750_1332033__199351___2001-08-03.tif,1
05-067-08272_401053189__3660540___2015-08-07.tif,0
05-071-06238_400779492__3414676___2014-08-08.tif,1
05-071-09221_2524856__2671943___2010-10-22.tif,1
05-067-09242_17777502__2044192___2008-08-25.tif,2
05-067-05332_401194470__4054527___2017-01-17.tif,0
05-067-07270_2447322__2862543___2011-11-16.tif,0
05-067-05022_17777459__2044245___2008-08-25.tif,2
05-071-06993_2213513__2690987___2011-01-28.tif,1
05-071-06518_2447884__2876301___2012-01-27.tif,1
05-071-06367_400726925__3475599___2014-08-06.tif,1
05-067-08630_400952073__3611725___2015-05-18.tif,1
05-071-09403_2223710__2896973___2012-03-23.tif,1
05-071-07935_2514069__2915799___2012-05-04.tif,1
05-067-07827_1793792__2061648___2009-05-11.tif,2
05-067-08238_401175268__3997456___2016-11-08.tif,1
05-067-06345_1793423__2050377___2007-08-09.tif,2
05-067-08323_400949559__3625999___2015-06-11.tif,1
05-067-09229_2221681__2845191___2011-09-12.tif,2
05-067-08965_1794400__2061802___2007-04-09.tif,2
05-067-06277_1173109__1080193___2003-06-17.tif,2
05-067-09236_2213552__2692372___2011-03-31.tif,2
05-071-08177_400760342__3402095___2014-08-05.tif,1
05-067-05524_17777620__2047955___2008-06-04.tif,0
05-071-06313_400700619__3429147___2014-08-07.tif,1
05-067-05015_401052799__3675072___2015-09-01.tif,0
05-067-07148_400718029__3458071___2014-10-14.tif,1
05-067-07302_401121457__3900485___2016-06-29.tif,1
05-067-07385_400847138__3588836___2015-04-13.tif,1
05-067-07159_1149223__1003431___1999-05-07.tif,2
05-067-06173_17777018__2040371___2009-04-08.tif,2
05-067-07518_2222581__2867794___2011-11-14.tif,0
05-067-08410_1331989__262412___2001-12-05.tif,1
05-071-09023_2524837__2671924___2010-10-22.tif,1
05-067-08696_17778234__2050792___2007-09-07.tif,0
05-067-06225_2222309__2860662___2011-11-16.tif,0
05-067-09856_401134970__3924852___2016-08-08.tif,0
05-071-07907_2524857__2671944___2010-10-22.tif,1
05-067-08258_400906110__3588775___2015-04-13.tif,1
05-067-08520_401050344__3641607___2015-07-09.tif,1
05-067-05076_401038841__3569333___2015-03-12.tif,1
05-067-05583_401052437__3856769___2016-05-05.tif,0
05-067-06257_400819084__3277391___2010-09-22.tif,0
05-067-06132_2524917__2672669___2010-10-28.tif,0
05-067-07161_2445109__2854390___2012-01-13.tif,2
05-067-09080_400718118__3458065___2014-10-14.tif,1
05-067-07136_400947722__3626076___2015-06-11.tif,1
05-067-07624_1793770__2061695___2009-05-11.tif,0
05-007-06242_401172935__3894277___2016-06-27.tif,1
05-067-05712_2447248__2862510___2011-11-16.tif,0
05-067-06617_401114300__3932596___2016-08-18.tif,2
05-067-07859_1793065__2057011___2007-05-24.tif,2
05-067-09400_1701547__2040544___2009-04-03.tif,2
05-067-07972_1793714__2061710___2009-05-19.tif,0
05-071-06646_2524805__2671892___2010-10-22.tif,1
05-067-08363_1631289__2202372___2009-09-10.tif,2
05-067-07612_400845417__3588886___2015-04-13.tif,1
05-067-08518_17778214__2056933___2009-05-15.tif,0
05-067-07204_400949528__3626000___2015-06-11.tif,1
05-067-07486_1793279__2050311___2007-07-12.tif,2
05-007-06302_400773903__3397628___2014-07-31.tif,0
05-067-07004_1794282__2061971___2007-04-20.tif,2
05-067-06356_1631449__2202225___2009-10-15.tif,2
05-071-08231_2110881__2665258___2010-12-02.tif,1
05-071-06393_2447906__2876324___2012-02-10.tif,1
05-067-08732_400815535__3420912___2014-08-07.tif,0
05-067-09096_2221136__2823037___2011-11-16.tif,1
05-067-08210_400759545__3347896___2011-12-22.tif,0
05-067-05514_2524944__2672650___2010-09-22.tif,0
05-067-07100_400827507__3569343___2015-03-12.tif,1
05-067-05123_17778010__2056964___2007-09-24.tif,0
05-067-06672_1331528__319167___2000-06-08.tif,1
05-067-09122_17777169__2040246___2007-12-10.tif,0
05-067-06050_1149279__678029___1999-05-07.tif,1
05-071-08811_1629776__2164193___2009-09-04.tif,1
05-071-06969_2524840__2671927___2010-10-22.tif,1
05-067-09214_401197220__3948967___2016-09-06.tif,0
05-067-05466_2521099__2534840___2010-06-25.tif,0
05-067-07589_1793201__2057085___2007-06-28.tif,2
05-067-08966_1794401__2061801___2007-04-09.tif,2
05-067-08329_1173043__851992___2001-10-30.tif,2
05-067-05244_17778136__2044340___2007-09-06.tif,2
05-067-06181_17777040__2040391___2009-04-08.tif,2
05-067-08711_2221083__2822984___2011-11-16.tif,1
05-067-08247_2215445__2764123___2011-08-19.tif,1
05-067-06869_2447229__2862491___2011-11-16.tif,0
05-067-05566_401168596__3865035___2016-05-17.tif,0
05-067-07217_1173034__295855___2001-10-30.tif,2
05-067-09121_17777207__2040290___2007-12-10.tif,0
05-067-07845_400963286__3611590___2015-05-18.tif,1
05-067-08363_2213562__2692382___2011-03-31.tif,1
05-067-05814_401194292__4054639___2017-01-17.tif,0
05-067-06464_2214785__2732160___2011-06-23.tif,1
05-071-06292_400970519__3464260___2014-10-22.tif,1
05-071-06612_1629715__2164527___2009-08-12.tif,1
05-067-07205_17777973__2044450___2007-09-26.tif,2
05-067-06547_1794179__2056541___2007-05-11.tif,2
05-067-09849_401020902__3645825___2015-07-16.tif,0
05-071-07331_400762472__3405239___2014-08-07.tif,1
05-067-09165_401143333__3908476___2016-07-15.tif,0
05-071-07955_2213515__2690989___2011-01-28.tif,1
05-067-07994_400979127__3718219___2015-11-09.tif,0
05-067-06221_400845310__3588903___2015-04-13.tif,1
05-067-08827_401117755__3900517___2016-06-29.tif,1
05-067-08879_2221214__2823735___2011-08-19.tif,2
05-067-07023_400734142__3458102___2014-10-14.tif,1
05-067-06043_540982__930575___1996-04-09.tif,1
05-067-07424_400936432__3641279___2015-07-09.tif,1
05-067-05225_2541573__2849666___2010-07-19.tif,2
05-067-08787_2222871__2872050___2011-11-14.tif,0
05-071-07633_400772179__3407774___2014-08-08.tif,1
05-067-08678_400717982__3458069___2014-10-14.tif,1
