file,cluster
05-067-09115_400932192__3660567___2015-08-10.tif,0
05-071-09593_401042779__3507031___2014-09-16.tif,1
05-071-07502_1629357__2160768___2009-10-07.tif,1
05-067-08259_401049302__3641586___2015-07-09.tif,1
05-067-09251_2222807__2871986___2011-11-14.tif,0
05-067-08700_400760047__3347789___2009-04-30.tif,0
05-067-05298_2521083__2534822___2010-06-25.tif,0
05-071-08127_2514047__2915810___2012-05-04.tif,1
05-067-07983_1149238__965901___1999-05-07.tif,1
05-067-06743_1794324__2061929___2007-04-18.tif,2
05-067-09579_2213554__2692374___2011-03-31.tif,2
05-067-06823_2447264__2862526___2011-11-16.tif,0
05-067-06549_400759547__3347899___2011-12-22.tif,0
05-067-07817_1794170__2056551___2007-05-11.tif,2
05-067-09285_2222838__2872017___2011-11-14.tif,0
05-067-09280_2222789__2871968___2011-11-14.tif,0
05-067-08136_401010724__3637927___2015-07-01.tif,0
05-067-07192_400950299__3730135___2015-11-24.tif,1
05-067-06715_1793934__2056608___2007-05-14.tif,2
05-067-07699_2222369__2860722___2011-11-16.tif,0
05-067-07382_17777994__2044435___2007-09-26.tif,2
05-067-08330_400914972__3663210___2015-08-14.tif,1
05-067-06257_401194373__4054625___2017-01-17.tif,0
05-067-09147_401021760__3645839___2015-07-16.tif,0
05-067-05017_2222655__2867868___2011-11-14.tif,0
05-067-09839_2214833__2732208___2011-06-22.tif,1
05-067-08073_401160224__4007322___2016-11-14.tif,0
05-067-06241_401121331__3900439___2016-06-29.tif,1
05-067-05168_400820644__3277370___2010-09-22.tif,0
05-007-06185_2221069__2822970___2011-11-16.tif,1
05-067-09542_400957267__3611622___2015-05-18.tif,1
05-067-08727_401117865__3900391___2016-06-29.tif,1
05-067-07395_401114427__3932570___2016-08-18.tif,1
05-067-06388_17777341__2038857___2007-12-10.tif,2
05-067-07892_1793205__2057070___2007-06-28.tif,2
05-071-08740_2514077__2915756___2012-05-04.tif,1
05-067-08300_2447348__2862569___2011-11-16.tif,0
05-071-09193_400823154__3516173___2014-11-04.tif,1
05-067-05574_400767297__3277347___2010-09-22.tif,0
05-067-08670_2221150__2822964___2011-08-08.tif,1
05-067-06918_401107052__3932327___2016-08-18.tif,1
05-067-08499_1631283__2202378___2009-09-10.tif,2
05-067-08817_400845476__3611753___2015-05-18.tif,1
05-071-07098_400816367__3516136___2014-10-28.tif,1
05-067-08216_400946773__3626084___2015-06-11.tif,1
05-071-08838_400762292__3413309___2014-08-07.tif,1
05-067-07963_1793082__2056988___2007-05-24.tif,2
05-007-06206_2221104__2823005___2011-11-16.tif,1
05-067-07099_1793378__2050416___2007-07-25.tif,2
05-067-08122_401043048__3686190___2015-09-22.tif,0
05-067-09646_2214823__2732197___2011-06-23.tif,1
05-067-05178_400820796__3277364___2010-09-22.tif,0
05-067-06655_400940362__3641353___2015-07-09.tif,1
05-067-08096_401010822__3633980___2015-06-25.tif,1
05-071-06762_400795964__3436138___2014-08-07.tif,1
05-071-07890_400778787__3407810___2014-08-08.tif,1
05-067-08174_2521109__2534851___2010-06-25.tif,0
05-071-06494_400714367__3436203___2014-08-07.tif,1
05-067-07430_1794193__2056526___2007-05-11.tif,2
05-071-06697_400764190__3405257___2014-08-07.tif,1
05-067-08387_2447210__2862472___2011-11-16.tif,0
05-071-08850_401042859__3507035___2014-09-16.tif,1
05-067-07310_894447__293154___1999-12-01.tif,1
05-067-09585_2221689__2845199___2011-09-12.tif,2
05-071-09502_400725997__3475589___2014-08-06.tif,1
05-067-07980_1794211__2056506___2007-05-11.tif,2
05-067-06845_1793003__2044492___2009-04-10.tif,2
05-067-06055_1173023__378238___2001-11-05.tif,2
05-067-07951_17777682__2048108___2008-05-28.tif,0
05-067-08949_2541082__2794356___2011-08-12.tif,2
05-067-09115_401035433__3262617___2011-11-14.tif,0
05-067-09704_400964449__3611558___2015-05-18.tif,1
05-067-05184_17778022__2056953___2007-09-11.tif,0
05-071-06705_2524615__2669142___2010-11-05.tif,1
05-067-06346_401117494__3932662___2016-08-18.tif,2
05-007-06185_401172773__3894261___2016-06-27.tif,1
05-067-07984_17777002__2040409___2009-02-12.tif,1
05-067-08193_400786229__3271414___2009-12-30.tif,0
05-071-09510_401019427__3464249___2014-10-22.tif,1
05-067-09549_1793823__2056618___2009-05-07.tif,2
05-071-08359_2514728__2935327___2012-06-08.tif,1
05-067-05566_2451826__3912386___2016-07-21.tif,0
05-071-09253_2524468__2665488___2010-11-02.tif,1
05-067-09032_2221658__2845168___2011-09-22.tif,2
05-067-05077_17777487__2044219___2008-08-25.tif,0
05-067-07264_400845477__3611751___2015-05-18.tif,1
05-067-09146_1793059__2057017___2007-05-24.tif,2
05-067-08159_2214796__2732170___2011-06-23.tif,1
05-067-09306_401164484__3908777___2016-07-15.tif,0
05-067-09540_400953056__3611684___2015-05-18.tif,1
05-067-05188_2214867__2732241___2011-06-20.tif,1
05-067-06314_400827449__3569329___2015-03-12.tif,1
05-071-08665_2448104__2882141___2012-02-24.tif,1
05-067-09756_401048843__3641561___2015-07-09.tif,1
05-067-08956_401168152__3908858___2016-07-15.tif,0
05-067-06322_1794221__2056495___2007-05-11.tif,2
05-067-07054_1793776__2061664___2009-05-11.tif,0
05-067-07451_17777478__2044226___2008-08-25.tif,0
05-067-08949_1631393__2202272___2009-10-15.tif,2
05-067-08710_1794224__2056490___2007-04-27.tif,2
05-067-08412_1793136__2050236___2007-06-20.tif,2
05-067-06817_1794462__2061739___2007-03-23.tif,2
05-007-06200_2221097__2822998___2011-11-16.tif,1
05-067-06331_1149278__850274___1999-05-07.tif,0
05-067-07894_2221998__2853174___2011-12-16.tif,0
05-067-08951_401135384__3908439___2016-07-15.tif,0
05-067-06973_400822353__3492339___2014-11-20.tif,1
05-071-08260_2364347__3420822___2014-08-07.tif,1
05-067-06581_2515214__2953986___2012-07-16.tif,1
05-067-06631_400826994__3569293___2015-03-12.tif,1
05-067-06761_401117652__3900343___2016-06-29.tif,1
05-067-08388_2541147__2794450___2011-07-22.tif,2
05-067-09150_401160185__3908480___2016-07-15.tif,0
05-067-06767_1173102__336576___2003-06-17.tif,2
05-067-07075_1149216__1079119___1999-05-07.tif,2
05-067-06993_400941636__3626142___2015-06-11.tif,1
05-071-06550_1629758__2164483___2009-08-17.tif,1
05-067-07127_1794273__2061980___2007-04-20.tif,2
05-067-08775_2221141__2822955___2011-08-04.tif,1
05-067-06321_1332029__880908___2001-07-31.tif,0
05-067-05120_401111484__3932521___2016-08-18.tif,1
05-067-09557_400916868__3663245___2015-08-14.tif,1
05-067-05411_893517__300253___1999-09-07.tif,1
05-067-06484_401197257__3948993___2016-09-06.tif,0
05-067-09370_2214822__2732196___2011-06-23.tif,1
05-067-06184_400904750__3588811___2015-04-13.tif,1
05-067-07177_2221195__2823716___2011-09-02.tif,2
05-067-08894_401160850__3997330___2016-11-08.tif,2
05-071-08138_1629679__2164566___2009-08-04.tif,1
05-007-06143_1793217__2057058___2007-06-28.tif,2
05-067-06533_2222587__2867800___2011-11-14.tif,0
05-067-06945_400718255__3458076___2014-10-14.tif,1
05-067-08076_1331014__513756___2001-12-13.tif,1
05-067-06705_2222039__2853129___2011-10-13.tif,2
05-067-07690_17777801__2044093___2007-11-21.tif,2
05-067-06957_2541109__2794412___2011-07-22.tif,2
05-067-08479_400760091__3347836___2009-06-30.tif,0
05-067-06556_1794406__2061796___2007-04-09.tif,2
05-067-09500_1631244__2202421___2009-11-25.tif,2
05-067-06556_2213575__2692395___2011-03-31.tif,2
05-067-07591_400845569__3588879___2015-04-13.tif,1
05-067-08202_400741671__3347818___2009-04-30.tif,0
05-067-06715_1631222__2202443___2009-11-25.tif,2
05-067-09304_2221167__2822953___2010-07-15.tif,1
05-067-06945_400949618__3625996___2015-06-11.tif,1
05-067-08083_17777333__2040153___2007-12-10.tif,0
05-067-08947_401164335__3908564___2016-07-15.tif,0
05-067-08702_17777350__2038866___2007-12-10.tif,2
05-067-07228_1794185__2056534___2007-05-11.tif,2
05-067-07247_1794178__2056542___2007-05-11.tif,2
05-067-05006_400769029__3311770___2011-08-01.tif,0
05-071-07274_1629415__2160667___2009-09-28.tif,1
05-067-07482_400973962__3611519___2015-05-18.tif,1
05-071-08552_1629748__2164493___2009-08-17.tif,1
05-067-07279_2447331__2862552___2011-11-16.tif,0
05-067-09284_401004838__3628112___2015-06-17.tif,0
05-007-06261_401171596__3894221___2016-06-27.tif,1
05-067-07199_1794276__2061977___2007-04-20.tif,2
05-067-08806_400939558__3641329___2015-07-09.tif,1
05-067-05377_17777095__2040354___2007-12-10.tif,0
05-067-07299_2447321__2862542___2011-11-16.tif,0
05-067-09156_2222591__2867804___2011-11-14.tif,0
05-071-08012_1629643__2164608___2009-08-12.tif,1
05-067-06610_400827046__3569300___2015-03-12.tif,1
05-067-06205_17777003__2040361___2008-09-10.tif,2
05-067-08193_2524954__2672598___2010-11-08.tif,0
05-067-08856_17778262__2050765___2007-09-07.tif,0
05-067-05036_17777594__2044121___2008-06-30.tif,0
05-067-08327_401167142__3908833___2016-07-15.tif,0
05-007-06186_2221109__2823010___2011-11-16.tif,1
05-007-06095_2213001__2672585___2010-11-24.tif,0
05-067-07007_400847048__3588849___2015-04-13.tif,1
05-071-07786_1629352__2160773___2009-10-07.tif,1
05-067-09543_1701606__2040430___2009-03-18.tif,1
05-067-07642_17777501__2044193___2008-08-25.tif,2
05-067-09188_401048968__3641570___2015-07-09.tif,1
05-067-05223_401014714__3644337___2015-07-16.tif,1
05-067-08099_401025888__3652297___2015-07-27.tif,0
05-067-06373_2445042__2854323___2012-01-13.tif,2
05-067-07350_1793361__2050433___2007-07-25.tif,2
05-067-06634_401125650__3967207___2016-09-30.tif,1
05-071-06194_1629396__2160719___2009-09-28.tif,1
05-067-07749_401121494__3900491___2016-06-29.tif,1
05-075-07180_401172655__3894076___2016-06-14.tif,1
05-067-08207_400995775__3611516___2015-05-18.tif,1
05-067-06590_401190440__4054593___2017-01-17.tif,0
05-067-09113_400932354__3660559___2015-08-10.tif,0
05-067-07794_2214765__2732140___2011-06-23.tif,1
05-067-08149_2215432__2764110___2011-08-19.tif,1
05-067-08293_2221435__2835438___2011-08-01.tif,2
05-071-07836_400777901__3407785___2014-08-08.tif,1
05-067-07094_17778079__2044395___2007-08-30.tif,2
05-067-08924_17777298__2040085___2007-12-10.tif,0
05-071-08160_2524652__2669895___2010-11-16.tif,1
05-067-07023_400937394__3641318___2015-07-09.tif,1
05-067-06603_1332020__728390___2001-10-25.tif,2
05-067-08714_400732961__3459569___2011-12-22.tif,0
05-067-09450_2221087__2822988___2011-11-16.tif,1
05-067-08824_401168221__3908880___2016-07-15.tif,0
05-067-05314_401190158__4054617___2017-01-17.tif,0
05-067-05574_401190159__4054615___2017-01-17.tif,0
05-067-08071_400933775__3626506___2015-06-16.tif,1
05-071-06474_2169295__2946725___2012-06-29.tif,1
05-067-07358_2524894__2672675___2010-10-27.tif,2
05-067-09126_2222858__2872037___2011-11-14.tif,0
05-067-07682_2222245__2859317___2011-11-16.tif,0
05-067-07407_401110824__3932339___2016-08-18.tif,2
05-067-08824_17777361__2038851___2007-12-10.tif,0
05-071-06918_2447873__2876312___2012-01-27.tif,1
05-071-09333_2110908__2665285___2010-12-02.tif,1
05-067-06359_1793069__2057007___2007-05-24.tif,2
05-071-06746_1629375__2160741___2009-09-28.tif,1
05-067-08934_400948246__3626019___2015-06-11.tif,1
05-071-06722_2524613__2669140___2010-11-05.tif,1
05-071-06883_2514245__2920300___2012-05-11.tif,1
05-071-06335_400768359__3414661___2014-08-08.tif,1
05-071-09620_400762070__3408850___2014-08-07.tif,1
05-067-06396_401106586__3932049___2016-08-18.tif,2
05-067-05511_17777708__2048088___2008-05-27.tif,0
05-075-07146_401172067__3894044___2016-06-14.tif,1
05-071-08715_2513975__2911384___2012-04-27.tif,1
05-067-05096_401194415__4054535___2017-01-17.tif,0
05-067-07235_17777035__2040387___2009-04-08.tif,2
05-071-07611_1629508__2162422___2009-07-17.tif,1
05-071-08399_400760917__3402041___2014-08-05.tif,1
05-067-07931_2524962__2672606___2010-11-08.tif,0
05-067-05015_17777642__2047914___2008-06-04.tif,0
05-067-07961_1793035__2044464___2009-04-16.tif,2
05-067-09684_400956996__3611660___2015-05-18.tif,1
05-071-09021_400748723__3483771___2014-08-12.tif,1
05-067-08323_400718160__3458074___2014-10-14.tif,1
05-067-07507_401196863__3916710___2016-07-28.tif,0
05-071-07789_1629650__2164601___2009-08-07.tif,1
05-067-09135_401135363__3908425___2016-07-15.tif,0
05-067-08655_1793818__2056624___2009-05-07.tif,2
05-067-06151_2222350__2860703___2011-11-16.tif,0
05-071-06719_1629587__2162343___2009-08-28.tif,1
05-067-07357_400845328__3588892___2015-04-13.tif,1
05-067-06713_400847064__3588846___2015-04-13.tif,1
05-067-08115_400905629__3588786___2015-04-13.tif,1
05-067-06583_400725832__3459559___2011-11-07.tif,0
05-067-07172_17778089__2044385___2007-08-17.tif,2
05-071-08110_1629642__2164609___2009-08-12.tif,1
05-067-08521_400801778__3555647___2011-06-08.tif,2
05-071-07916_2513904__2911435___2012-04-27.tif,1
05-067-07004_400949885__3625985___2015-06-11.tif,1
05-067-09563_1631332__2202329___2009-09-10.tif,2
05-067-06121_2222067__2853110___2011-12-22.tif,0
05-067-07752_400947797__3626063___2015-06-11.tif,1
05-067-06451_17777724__2047895___2008-05-27.tif,0
05-067-06515_1793529__2056687___2009-04-27.tif,1
05-067-05427_17777137__2040307___2007-12-10.tif,0
05-067-05486_1793241__2056930___2007-07-06.tif,0
05-067-06145_1793553__2061867___2009-04-27.tif,0
05-067-07982_1793032__2044467___2009-04-16.tif,2
05-067-08212_2222328__2860681___2011-11-16.tif,0
05-067-09040_1794204__2056512___2007-05-11.tif,2
05-071-06873_2524606__2669133___2010-11-05.tif,1
05-067-08406_2222241__2859313___2011-11-16.tif,0
05-071-08378_400726077__3475593___2014-08-06.tif,1
05-067-08373_2521072__2534811___2010-06-23.tif,1
05-067-05103_1793804__2061636___2009-05-11.tif,0
05-067-08162_1149131__290969___1999-07-26.tif,0
05-067-05796_17777053__2040403___2009-04-08.tif,2
05-067-09138_1793509__2050473___2009-04-30.tif,2
05-067-07423_400937052__3641292___2015-07-09.tif,1
05-067-09491_2221981__2853157___2011-12-16.tif,0
05-067-06547_400930864__3641520___2015-07-09.tif,1
05-067-07540_2214782__2732157___2011-06-23.tif,1
05-071-07470_400815356__3515105___2014-12-22.tif,1
05-071-08641_1629783__2164186___2009-09-04.tif,1
05-067-08093_401012188__3639399___2015-07-08.tif,0
05-067-06982_2510373__2532942___2009-08-27.tif,2
05-067-06800_1793047__2057029___2007-05-24.tif,2
05-067-09250_400758493__3262621___2011-11-14.tif,0
05-067-07353_401103562__3932702___2016-08-18.tif,2
05-067-05493_17777124__2040317___2007-12-10.tif,0
05-067-07174_2445033__2854314___2012-01-13.tif,2
05-067-09175_401135132__3924894___2016-08-08.tif,0
05-067-06340_2541578__2849671___2010-07-19.tif,2
05-067-09392_1701549__2040573___2009-04-03.tif,2
05-067-05493_1793836__2061629___2006-12-14.tif,0
05-071-08528_2514320__2925355___2012-05-18.tif,1
05-067-09136_17777688__2048103___2008-05-27.tif,0
05-067-06519_400795602__3386006___2014-07-14.tif,1
05-071-07045_2213490__2690964___2011-01-28.tif,1
05-071-07003_2514312__2925352___2012-05-18.tif,1
05-067-08029_1702867__2188636___2009-10-05.tif,2
05-067-05397_2521081__2534820___2010-06-25.tif,0
05-067-07358_400820017__3492330___2014-11-20.tif,1
05-071-08548_1629652__2164599___2009-08-07.tif,1
05-067-09822_401121740__3900597___2016-06-29.tif,1
05-067-06970_17778277__2050751___2007-09-07.tif,0
05-071-09602_2524471__2665491___2010-11-02.tif,1
05-067-07204_401114346__3932602___2016-08-18.tif,2
05-067-05151_17777644__2047913___2008-06-07.tif,0
05-067-07878_400964072__3611580___2015-05-18.tif,1
05-071-08015_1629453__2162482___2009-09-23.tif,1
05-067-08181_2524599__2669121___2011-02-22.tif,1
05-067-07287_2221436__2835439___2011-08-01.tif,2
05-071-09576_2524754__2670970___2010-10-07.tif,1
05-067-08253_2515224__2953997___2012-07-16.tif,1
05-067-09282_1701546__2040574___2009-04-03.tif,2
05-067-06546_1149210__550115___1999-05-07.tif,1
05-071-08489_2513941__2911409___2012-04-27.tif,1
05-067-09956_401184228__3877292___2016-06-03.tif,1
05-067-05757_17777535__2044163___2008-07-23.tif,0
05-067-05749_1701584__2040543___2008-12-08.tif,0
05-067-07518_401126194__3962627___2016-09-22.tif,0
05-067-08807_400964434__3611561___2015-05-18.tif,1
05-067-09639_2221665__2845175___2011-09-22.tif,2
05-067-06206_17778131__2044344___2007-09-06.tif,2
05-067-07890_1794323__2061930___2007-04-18.tif,2
05-071-07333_2364350__3420819___2014-08-07.tif,1
05-067-05785_401168698__3997392___2016-11-08.tif,1
05-067-09688_400913631__3663179___2015-08-14.tif,1
05-123-41513_401194541__4054487___2017-01-12.tif,1
05-067-05566_2222112__2856626___2011-11-16.tif,0
05-071-07691_400816339__3516129___2014-10-28.tif,1
05-067-09653_400766149__3459521___2011-04-18.tif,0
05-067-07488_17777314__2040164___2007-12-10.tif,2
05-071-08807_400775686__3408962___2014-08-07.tif,1
05-067-06824_2447265__2862527___2011-11-16.tif,0
05-067-07019_400904858__3588804___2015-04-13.tif,1
05-067-06904_2445099__2854380___2012-01-13.tif,2
05-067-07140_1794281__2061972___2007-04-20.tif,2
05-067-07068_400948004__3626039___2015-06-11.tif,1
05-067-06711_894404__921555___1999-12-01.tif,0
05-067-07539_2515212__2953984___2012-07-16.tif,1
05-067-07045_401168387__4026350___2016-12-12.tif,2
05-067-06168_400906833__3588751___2015-04-13.tif,1
05-045-07282_2523206__2630285___2010-12-08.tif,1
05-067-08148_2515208__2953980___2012-07-16.tif,1
05-067-06682_400849545__3588828___2015-04-13.tif,1
05-067-06366_1332021__225561___2001-10-25.tif,0
05-067-08072_1793528__2056689___2009-04-27.tif,1
05-067-06159_401052859__3675462___2015-09-02.tif,0
05-067-08975_17777310__2040168___2007-12-10.tif,0
05-071-08738_2514733__2935322___2012-06-08.tif,1
05-067-07110_400950259__3730130___2015-11-24.tif,1
05-067-06167_401121333__3900437___2016-06-29.tif,1
05-067-06392_401194342__4054631___2017-01-17.tif,0
05-067-08225_2447262__2862524___2011-11-16.tif,0
05-071-08989_400767905__3412243___2014-08-07.tif,1
05-071-09042_2524842__2671929___2010-10-22.tif,1
05-067-09586_2215511__2764189___2011-08-19.tif,1
05-071-08339_2485230__3048842___2013-01-18.tif,1
05-071-08346_400768012__3412250___2014-08-07.tif,1
05-067-08738_401167070__3908823___2016-07-15.tif,0
05-067-08109_401014988__3644346___2015-07-16.tif,1
05-067-08742_2222585__2867798___2011-11-14.tif,0
05-067-06057_1149141__1067753___1999-07-26.tif,1
05-067-06289_400750406__3271408___2009-11-05.tif,0
05-067-07830_1794208__2056509___2007-05-11.tif,2
05-067-08821_401135045__3924868___2016-08-08.tif,0
05-067-07248_2445067__2854348___2012-01-13.tif,2
05-067-07818_1149269__1258120___1999-05-07.tif,1
05-067-08135_17777704__2048091___2008-05-27.tif,0
05-071-08942_2524797__2671884___2010-10-08.tif,1
05-067-08970_2541072__2794346___2011-08-12.tif,2
05-067-07168_1794322__2061931___2007-04-18.tif,2
05-007-06212_2221139__2823040___2011-11-16.tif,1
05-071-07888_1629576__2162354___2009-08-28.tif,1
05-067-07556_2221219__2823740___2011-08-19.tif,2
05-071-09303_400761951__3413290___2014-08-07.tif,1
05-067-07284_400906020__3588779___2015-04-13.tif,1
05-071-08192_1629545__2162385___2009-07-22.tif,1
05-067-07311_401103343__3932670___2016-08-18.tif,2
05-067-07790_2515171__2953938___2012-07-16.tif,1
05-067-05368_401024810__3652298___2015-07-27.tif,0
05-067-07175_1794164__2056558___2007-05-11.tif,2
05-045-15224_2222026__2853155___2012-01-06.tif,1
05-067-05507_2521065__2534804___2010-06-18.tif,0
05-067-07202_400946836__3626081___2015-06-11.tif,1
05-067-08950_2510364__2532933___2009-08-27.tif,2
05-071-08546_401044554__3516194___2014-12-23.tif,1
05-067-08207_1173095__460417___2003-06-26.tif,2
05-067-07358_401121626__3900401___2016-06-29.tif,1
05-067-08144_400906365__3588758___2015-04-13.tif,1
05-007-06122_17777081__2040346___2007-12-17.tif,0
05-067-09290_2222171__2856685___2011-11-16.tif,0
05-067-09479_2221121__2823022___2011-11-16.tif,1
05-067-08218_2215483__2764161___2011-08-19.tif,1
05-071-09607_2364340__3420829___2014-08-07.tif,1
05-067-09098_400913828__3663186___2015-08-14.tif,1
05-071-07056_1629499__2162430___2009-07-30.tif,1
05-071-06565_2524679__2669922___2010-11-16.tif,1
05-067-08872_400989369__3626541___2015-06-15.tif,0
05-071-06392_2524707__2670923___2010-10-01.tif,1
05-067-06846_1149245__1013328___1999-05-07.tif,2
05-067-07790_2215465__2764143___2011-08-19.tif,1
05-067-07792_1794304__2061948___2007-04-18.tif,2
05-067-08923_400940774__3626181___2015-06-11.tif,1
05-067-08760_2215543__2764221___2011-08-19.tif,1
05-067-07195_1794452__2061749___2007-04-09.tif,2
05-071-08479_2514063__2915802___2012-05-04.tif,1
05-067-06527_1793070__2057006___2007-05-24.tif,2
05-071-06983_1629766__2164475___2009-08-17.tif,1
05-067-09231_2215475__2764153___2011-08-19.tif,1
05-067-06977_400937012__3641289___2015-07-09.tif,1
05-067-07578_2214804__2732178___2011-06-23.tif,1
05-071-08809_1629432__2160649___2009-10-02.tif,1
05-067-07554_2515198__2953970___2012-07-16.tif,1
05-071-09355_400788649__3408964___2014-08-07.tif,1
05-071-06763_2447900__2876330___2012-02-10.tif,1
05-067-05239_401160866__3997336___2016-11-08.tif,1
05-067-08331_1794493__2061712___2007-03-23.tif,2
05-067-09044_401114222__3900325___2016-06-29.tif,1
05-067-07524_400998932__3618753___2015-06-03.tif,0
05-067-08835_401049017__3641573___2015-07-09.tif,1
05-067-07963_2440112__3641613___2015-07-09.tif,1
05-067-06131_401044319__3675467___2015-09-02.tif,0
05-067-07680_2222288__2860641___2011-11-16.tif,0
05-067-09073_17777126__2040316___2007-12-10.tif,1
05-067-08511_1793033__2044466___2009-04-16.tif,2
05-071-08267_400779979__3501195___2014-08-20.tif,1
05-067-07523_17777254__2040214___2007-12-10.tif,2
05-071-08153_2447894__2876336___2012-02-10.tif,1
05-067-09282_2221663__2845173___2011-09-22.tif,2
05-071-08344_400767690__3412231___2014-08-07.tif,1
05-071-06386_1629534__2162396___2009-07-22.tif,1
05-067-08183_1793844__2061621___2006-12-14.tif,1
05-067-07168_400952378__3611718___2015-05-18.tif,1
05-067-07045_1702868__2188635___2009-10-05.tif,2
05-071-07741_2447913__2876379___2012-01-20.tif,1
05-067-08985_1793530__2056686___2009-04-27.tif,1
05-067-07463_2221426__2835429___2011-08-01.tif,2
05-067-08725_2445085__2854366___2012-01-13.tif,2
05-067-07188_400942922__3626099___2015-06-11.tif,1
05-071-07644_2213478__2690952___2011-02-03.tif,1
05-071-06459_2524675__2669918___2010-11-16.tif,1
05-067-05597_17777178__2040236___2007-12-10.tif,0
05-067-09277_400766050__3459518___2011-04-18.tif,0
05-067-08488_1794398__2061804___2007-04-09.tif,2
05-071-08551_1629757__2164484___2009-08-17.tif,1
05-067-06840_400909184__3663071___2015-08-14.tif,2
05-067-05022_17777190__2040235___2007-12-10.tif,2
05-067-07125_1794326__2061927___2007-04-18.tif,2
05-067-09627_1701514__2040597___2009-03-18.tif,1
05-067-07918_400786053__3271417___2009-12-30.tif,0
05-071-06964_1629696__2164546___2009-08-07.tif,1
05-067-07725_401131136__3949003___2016-09-06.tif,0
05-067-06367_2222349__2860702___2011-11-16.tif,0
05-067-05721_17777718__2048080___2008-05-27.tif,0
05-067-09518_1701515__2040598___2009-03-18.tif,1
05-071-09118_400761952__3413292___2014-08-07.tif,1
05-067-07189_400948374__3626007___2015-06-11.tif,1
05-067-07895_2213016__2672557___2010-12-17.tif,0
05-045-07617_2523202__2630281___2010-12-08.tif,1
05-067-08687_17778263__2050764___2007-09-07.tif,0
05-067-08868_1631374__2202291___2009-10-15.tif,2
05-067-08684_2221639__2845149___2011-09-02.tif,0
05-067-07669_1599755__2973653___2012-08-20.tif,1
05-067-05112_17777014__2040372___2009-04-08.tif,2
05-067-06003_1793164__2057116___2007-06-20.tif,2
05-067-05619_401044558__3516197___2014-12-26.tif,0
05-071-06502_1629364__2160761___2009-10-02.tif,1
05-067-06615_1631318__2202343___2009-09-10.tif,2
05-071-06721_2110905__2665282___2010-12-02.tif,1
05-067-07360_401106623__3932065___2016-08-18.tif,1
05-067-05014_17777596__2044119___2008-06-30.tif,0
05-071-08236_2213506__2690980___2011-01-28.tif,1
05-067-06192_17777016__2040373___2009-04-08.tif,2
05-067-07082_1794329__2061924___2007-04-18.tif,2
05-007-06211_2221073__2822974___2011-11-16.tif,1
05-067-08101_17777756__2047930___2008-05-22.tif,0
05-071-07854_1629435__2160646___2009-10-02.tif,1
05-067-08384_2222362__2860715___2011-11-16.tif,0
05-071-09163_1629511__2162419___2009-07-17.tif,1
05-067-07549_2215467__2764145___2011-08-19.tif,0
05-067-08721_2222165__2856679___2011-11-16.tif,0
05-067-07463_1793334__2050459___2007-07-05.tif,2
05-067-07199_1793824__2056617___2009-05-07.tif,2
05-067-09353_2510361__2532930___2009-08-27.tif,2
05-067-05164_401164421__3997382___2016-11-08.tif,1
05-067-06206_17777059__2040359___2009-04-08.tif,2
05-067-06383_401121415__3900471___2016-06-29.tif,1
05-067-08943_401162989__3908550___2016-07-15.tif,0
05-067-08894_401014534__3641486___2015-07-09.tif,2
05-067-08118_401052893__3660535___2015-08-07.tif,0
05-067-06673_1331517__323210___2000-07-13.tif,2
05-067-08170_17778187__2044288___2007-09-12.tif,2
05-067-06662_400822355__3492338___2014-11-20.tif,1
05-067-08197_2521132__2534874___2010-05-21.tif,0
05-067-06257_17777602__2044113___2008-06-30.tif,0
05-071-07870_2364331__3420838___2014-08-07.tif,1
05-067-09645_2510391__2532960___2009-08-27.tif,2
05-067-05151_1793271__2056712___2007-07-06.tif,0
05-067-07355_1793390__2050404___2007-07-25.tif,2
05-067-08079_17777484__2044221___2008-08-25.tif,0
05-067-06140_401117665__3900351___2016-06-29.tif,1
05-067-05112_1155213__406815___2000-05-09.tif,2
05-067-08766_2215542__2764220___2011-08-19.tif,1
05-067-07298_2447317__2862538___2011-11-16.tif,0
05-071-06885_401035013__3414682___2014-08-08.tif,1
05-067-07129_1793232__2057047___2007-06-28.tif,2
05-071-08784_1629759__2164482___2009-08-17.tif,1
05-071-06248_400779540__3414680___2014-08-08.tif,1
05-067-08372_1793497__2061884___2009-05-04.tif,1
05-067-08211_2541090__2794365___2011-08-12.tif,1
05-071-08327_2524654__2669897___2010-11-16.tif,1
05-071-08681_2364332__3420837___2014-08-07.tif,1
05-067-05725_893371__481726___2000-03-06.tif,1
05-067-08394_2445081__2854362___2012-01-13.tif,2
05-067-05427_2524963__2672607___2010-11-08.tif,0
05-067-08703_17777352__2038863___2007-12-10.tif,0
05-067-07141_400952494__3611707___2015-05-18.tif,1
05-067-08271_1631418__2202247___2009-10-15.tif,2
05-067-07369_401106661__3932142___2016-08-18.tif,1
05-071-09349_2223708__2896971___2012-03-23.tif,1
05-067-08788_401196418__3916682___2016-07-28.tif,0
05-067-05080_1631409__2202256___2009-10-15.tif,2
05-067-07429_401106532__3932039___2016-08-18.tif,2
05-067-07796_2524897__2672678___2010-10-27.tif,2
05-075-09407_401172645__3894072___2016-06-14.tif,1
05-067-07887_1794275__2061978___2007-04-20.tif,2
05-071-09163_400815341__3515104___2014-12-22.tif,1
05-067-08249_400819949__3492312___2014-11-20.tif,1
05-067-07698_17778092__2044382___2007-08-17.tif,2
